emp_no,first_name,last_name,title,from_date,to_date
15866,Angel,Seiwald,Engineer,1986-10-03,1991-10-03
15876,Munehiro,Vakili,Assistant Engineer,1985-08-02,1992-08-02
15905,DeForest,Petersohn,Engineer,1988-02-12,1993-02-11
15911,Shaibal,Viele,Engineer,1991-01-13,1998-01-13
15918,Kotesh,Plesums,Senior Staff,1991-05-18,9999-01-01
15938,Garnik,Covnot,Senior Staff,1997-10-16,9999-01-01
15939,Jiang,Lueh,Engineer,1999-12-22,2001-03-29
15941,Dekang,Nourani,Senior Engineer,1996-04-27,9999-01-01
15945,Hauke,Larfeldt,Engineer,1993-11-16,2000-11-16
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19,9999-01-01
16000,Marek,Demos,Engineer,1996-05-05,2002-05-05
16005,Udo,Sundgren,Senior Staff,1995-12-19,9999-01-01
16025,Doowon,Luce,Engineer,1988-03-05,1994-03-05
16028,JiYoung,Takkinen,Engineer,1988-08-12,1995-08-13
16052,Maria,Rodham,Engineer,1991-01-27,1997-01-26
16066,Marsha,Penn,Senior Staff,1993-09-16,9999-01-01
16068,Leandro,Zongker,Senior Staff,1992-12-17,9999-01-01
16077,Kannan,Heemskerk,Assistant Engineer,1987-07-02,1994-07-02
16093,Luise,Tramer,Engineer,1999-06-15,9999-01-01
16109,Mooi,Serna,Engineer,1993-08-29,2001-08-29
16134,Annemarie,Chaudhuri,Engineer,1990-03-12,1998-03-12
16138,Leucio,Krzyzanowski,Senior Staff,1994-05-05,9999-01-01
16149,Ennio,Luit,Senior Staff,1996-12-26,9999-01-01
16165,Shuzo,Cronau,Assistant Engineer,1998-07-31,9999-01-01
16175,Amabile,Baik,Staff,2000-01-26,9999-01-01
16201,Krassimir,Olano,Technique Leader,1987-08-13,9999-01-01
16215,Duri,Eiron,Senior Staff,1994-02-05,9999-01-01
16224,Honesty,Slobodova,Staff,1996-08-04,9999-01-01
16235,Otmar,Zockler,Engineer,1998-03-29,2001-11-28
16238,Takahiro,Kopetz,Staff,1995-09-01,9999-01-01
16242,Gonzalo,Pelz,Engineer,1990-12-18,1993-05-13
16257,Zhenhua,Masaki,Senior Staff,2002-01-09,9999-01-01
16261,Tetsushi,Makrucki,Engineer,1991-03-27,1993-10-31
16266,Mikhail,Sethi,Senior Staff,1985-10-25,9999-01-01
16280,Henk,Peot,Senior Engineer,1993-05-03,2000-03-11
16311,Chinhyun,Baik,Engineer,1992-10-17,1997-02-25
16314,Kamakshi,Ravishankar,Engineer,1996-03-22,1999-11-12
16329,Yucel,Melter,Senior Engineer,1994-04-15,9999-01-01
16360,Sham,Jonsson,Senior Engineer,1995-10-10,1997-05-02
16377,Duri,Stanger,Engineer,1993-11-30,9999-01-01
16383,Lidong,Czap,Engineer,1986-09-24,1994-09-24
16384,Dmitry,Heuser,Senior Engineer,1996-12-27,9999-01-01
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,9999-01-01
16447,Zhiguo,Savasere,Engineer,1992-04-18,1999-04-19
16463,Fuqing,Denna,Senior Staff,2000-01-14,2002-02-03
16478,Bedir,Wroclawski,Senior Staff,1994-09-27,1998-09-11
16484,Remko,Redmiles,Senior Staff,1998-04-07,9999-01-01
16491,Emdad,Radwan,Senior Staff,2001-10-03,9999-01-01
16499,Aran,Legleitner,Engineer,1997-08-06,9999-01-01
16526,Saeko,Coorg,Engineer,1997-10-25,9999-01-01
16529,Heon,Staudhammer,Staff,1992-05-17,1994-05-03
16537,Weidon,Seiwald,Senior Engineer,1991-08-03,9999-01-01
16551,Sadegh,Ranon,Senior Engineer,1986-08-21,9999-01-01
16580,Masaru,Valiente,Senior Engineer,1986-06-20,9999-01-01
16593,Tiina,Skafidas,Technique Leader,1999-11-22,2002-03-15
16636,Ulf,Luan,Engineer,1997-03-14,9999-01-01
16644,Saniya,Yoshimura,Engineer,1991-12-13,1997-12-12
16658,Florian,Soicher,Senior Staff,1993-01-18,9999-01-01
16678,Gill,Lenart,Senior Engineer,1998-06-02,9999-01-01
16692,Maria,Perelgut,Engineer,1998-05-19,9999-01-01
16695,Chaosheng,Thiran,Staff,1998-09-22,9999-01-01
16698,Udaiprakash,Decleir,Engineer,1996-01-06,9999-01-01
16706,Gad,Krone,Engineer,1987-07-13,1995-07-13
16716,Ramachenga,Zumaque,Assistant Engineer,1991-02-02,2000-02-02
16759,Vojin,Masaki,Engineer,1987-01-10,1992-01-10
16766,Vatsa,Brendel,Senior Engineer,1990-08-20,9999-01-01
16772,Baruch,Giveon,Senior Staff,1999-10-27,9999-01-01
16776,Gil,Azevdeo,Senior Staff,1991-12-05,9999-01-01
16806,Sreekrishna,Dayana,Senior Staff,1990-07-20,9999-01-01
16812,Ingemar,Erdmenger,Engineer,1990-01-17,1997-04-27
16858,Akeno,Gustavson,Senior Staff,1994-03-18,1995-08-09
16859,Chikara,Heping,Senior Staff,1999-02-28,9999-01-01
16868,Gou,Vandervoorde,Staff,1989-09-18,1997-06-22
16896,Taisook,Bazzichi,Senior Engineer,1992-12-12,9999-01-01
16921,Evgueni,Yeung,Senior Staff,1988-01-21,9999-01-01
16933,Lokesh,Pardalos,Staff,1997-08-30,9999-01-01
16934,Collette,Sanella,Engineer,1995-06-22,9999-01-01
16979,Xiaoqiu,Preusig,Engineer,1996-01-04,9999-01-01
16986,Hirochika,Gecseg,Senior Engineer,1993-05-09,9999-01-01
16988,Xiong,Peron,Senior Staff,1990-12-29,9999-01-01
16996,Shigenori,Millington,Staff,1996-02-05,2000-10-29
16999,Bezalel,Sadowsky,Senior Staff,2001-12-22,9999-01-01
17041,Nishit,Montemayor,Senior Staff,1993-01-18,9999-01-01
17063,Anoosh,Thiran,Senior Staff,1992-12-12,9999-01-01
17079,Boaz,Wrigley,Staff,1997-08-14,1999-09-06
17081,Weiru,Murtafg,Engineer,1985-12-28,1992-12-28
17085,Ramzi,Litvinov,Senior Engineer,1993-09-11,9999-01-01
17097,Cathie,Berztiss,Engineer,1985-03-19,1990-03-26
17120,Yifei,Polupanov,Senior Staff,1993-02-08,9999-01-01
17126,Matk,Schapire,Senior Staff,2000-02-20,9999-01-01
17140,Mabhin,Schwabacher,Assistant Engineer,1995-08-10,1998-06-15
17141,Ingmar,Kadhim,Senior Engineer,1996-03-03,9999-01-01
17159,Quingbo,Mitchem,Engineer,1987-10-22,1995-10-22
17160,Shay,Montemayor,Senior Engineer,1988-02-22,9999-01-01
17172,Conrado,Riexinger,Engineer,1995-06-18,2002-06-18
17179,Kellyn,Angel,Engineer,1996-03-12,9999-01-01
17214,Danel,Angelov,Technique Leader,1991-08-18,9999-01-01
17243,Ishfaq,Demke,Staff,1996-03-16,9999-01-01
17245,Neven,Milicia,Staff,1995-01-12,9999-01-01
17266,Conrado,Velardi,Staff,1996-02-13,1996-05-25
17275,Shmuel,Danlos,Senior Staff,1992-08-30,1993-03-25
17276,Sorina,Range,Staff,1995-07-19,9999-01-01
17285,Mario,Weiland,Senior Staff,2001-03-26,9999-01-01
17316,Krassimir,Zolotykh,Engineer,1997-01-21,9999-01-01
17322,Candida,Fordan,Technique Leader,1985-05-15,1997-09-10
17327,Yongmin,Gihr,Senior Staff,1995-06-04,9999-01-01
17329,Shaunak,Tyugu,Senior Engineer,1998-07-21,9999-01-01
17334,Ayonca,Luby,Staff,1998-11-20,2000-11-07
17370,Mostafa,Michaeli,Staff,2000-01-12,2002-02-01
17391,Selwyn,Pews,Engineer,1992-07-03,1998-07-03
17412,Leni,Vilarrasa,Staff,1999-12-27,9999-01-01
17423,Adly,Demir,Technique Leader,1997-09-03,9999-01-01
17428,Pantung,Keustermans,Staff,1994-06-23,1995-09-14
17440,Hugh,Rosch,Senior Staff,1999-07-07,9999-01-01
17457,Chaoyi,Skrikant,Engineer,1991-01-03,1998-01-03
17463,Tremaine,Lamparter,Senior Staff,1998-10-29,9999-01-01
17472,Murthy,Verhoeff,Senior Staff,1998-12-09,9999-01-01
17482,Basant,Bottner,Staff,1995-03-28,9999-01-01
17497,Adin,Bahi,Engineer,1989-11-25,1995-11-25
17520,Shahab,Keohane,Engineer,1988-08-08,1997-08-08
17544,Kien,Marletta,Engineer,1988-07-08,1995-07-09
17555,Pranay,Sessa,Senior Engineer,1993-03-14,9999-01-01
17558,Manibrata,Muhlberg,Staff,1993-02-10,1995-01-01
17562,Kristof,Iacovou,Engineer,1993-04-05,2001-04-05
17576,Behnaam,Krybus,Senior Engineer,1988-02-06,9999-01-01
17588,Siddarth,Schade,Staff,1992-10-25,1993-11-29
17593,Shigehito,Cherinka,Engineer,1991-09-13,1999-09-13
17603,Shin,Ulupinar,Senior Staff,1998-08-11,2000-08-16
17629,Mostafa,Winter,Senior Staff,1987-11-22,9999-01-01
17647,Vasilis,Swab,Senior Staff,1995-08-04,9999-01-01
17674,Adib,Braccini,Engineer,1986-03-19,1993-03-19
17681,Eran,Schauser,Senior Staff,1991-09-25,2000-02-29
17695,Kazuhiro,Chvatal,Staff,1987-06-25,1988-11-06
17696,Feiyu,Kusalik,Engineer,1988-12-04,1996-12-04
17705,Toshimo,Mellouli,Technique Leader,1985-08-14,9999-01-01
17727,Bingning,Picaronny,Senior Staff,1994-06-30,2002-04-16
17735,Berni,Gerlach,Senior Staff,1996-02-11,1998-10-03
17751,Mrinalini,Saoudi,Senior Engineer,1996-12-12,9999-01-01
17791,Matt,Stifter,Senior Staff,1988-01-30,9999-01-01
17796,Alejandro,Impagliazzo,Staff,1995-11-02,1997-06-26
17807,Jianhua,Glowinski,Engineer,1992-07-23,2000-07-23
17816,Toshimo,Kenevan,Assistant Engineer,1986-10-06,1992-10-05
17829,Przemyslawa,Whittlesey,Staff,1995-03-10,9999-01-01
17841,Hilary,Ramaiah,Senior Engineer,1988-06-07,9999-01-01
17900,Sakthirel,Belinskaya,Engineer,1986-03-03,1991-03-03
17909,Ishfaq,Verspoor,Staff,1999-05-25,2001-09-04
17956,Ebru,Zobel,Engineer,1990-02-15,1995-02-15
17964,Yongqiao,Pintelas,Technique Leader,1994-07-14,9999-01-01
17977,Ziyad,Kalafatis,Staff,1997-03-22,1998-12-18
17987,Atreyi,Monkewich,Staff,1992-12-12,1999-11-13
17995,Oldrich,Vickson,Senior Staff,1987-01-05,9999-01-01
18018,Sasan,Schrooten,Senior Staff,1992-12-10,9999-01-01
18020,Adhemar,Pelz,Senior Staff,1993-03-31,9999-01-01
18022,Maha,Esposito,Engineer,1993-10-17,2000-10-17
18024,Uzi,Casperson,Staff,1988-07-03,1991-07-05
18040,Franziska,Nitsche,Senior Staff,2002-06-09,9999-01-01
18068,Geoff,Lorie,Senior Engineer,1990-08-08,1998-12-01
18097,Kristen,Lukaszewicz,Engineer,1997-07-22,2002-05-27
18105,Odoardo,Kaiser,Engineer,1997-06-23,1998-06-14
18106,Gudjon,Axelband,Senior Engineer,1999-08-30,9999-01-01
18108,Sanjai,Genin,Staff,1998-09-13,9999-01-01
18113,Kish,Hainaut,Engineer,1989-03-08,1997-03-08
18115,Georg,Krzyzanowski,Engineer,1993-03-03,1999-03-03
18124,Prodip,Kropf,Engineer,1990-08-30,1995-08-30
18178,Chiradeep,Baek,Staff,1999-09-19,2001-06-30
18186,Aria,Schaap,Senior Staff,1995-11-11,9999-01-01
18191,Kazuhira,Christianini,Staff,1999-07-25,9999-01-01
18217,Candida,Sethi,Senior Engineer,1990-04-25,9999-01-01
18239,Giordano,Conde,Senior Staff,1997-02-07,9999-01-01
18283,Felicidad,Steinauer,Senior Staff,2000-11-09,9999-01-01
18290,Sigeru,Puppe,Engineer,1995-02-25,2002-02-25
18318,Parke,Cairo,Senior Staff,1998-01-25,9999-01-01
18333,Munehiro,Plesums,Assistant Engineer,1994-03-23,1999-03-23
18339,Anneli,Barvinok,Assistant Engineer,1996-07-24,9999-01-01
18376,Wayne,Stranks,Engineer,1994-09-26,9999-01-01
18390,Jingling,Merel,Engineer,1993-12-01,9999-01-01
18402,Bernice,Ritzmann,Senior Staff,1991-05-02,9999-01-01
18403,Vidya,Morrow,Engineer,1998-06-09,2000-05-23
18408,Ioana,Azadmanesh,Assistant Engineer,1992-02-11,1998-05-18
18418,Cheong,Vickson,Engineer,1997-11-15,9999-01-01
18443,Florina,Swick,Senior Staff,1993-10-15,9999-01-01
18503,Mechthild,Marletta,Engineer,1987-03-24,1992-03-23
18516,Jenwei,Pauthner,Staff,1989-05-14,1989-08-09
18535,Pasqua,Gelosh,Engineer,1989-02-08,1997-02-08
18536,Hailing,Crelier,Senior Engineer,1994-12-04,9999-01-01
18537,Juichirou,Kulisch,Senior Staff,1995-03-21,9999-01-01
18546,Aral,Pramanik,Senior Engineer,1992-04-17,1997-05-24
18579,Make,Thorelli,Senior Staff,2002-04-29,9999-01-01
18612,Nevin,Sevcikova,Senior Staff,1988-04-28,1992-06-05
18621,Spyrose,Koblick,Senior Engineer,1998-05-23,9999-01-01
18627,Prodip,Brizzi,Engineer,1993-08-04,2000-08-04
18628,Srinidhi,Mahmud,Senior Staff,1997-02-05,9999-01-01
18656,Arvind,Iivonen,Engineer,1991-04-09,1996-04-08
18666,Hitofumi,Baja,Senior Staff,1996-05-24,9999-01-01
18691,Vasilis,Besancenot,Engineer,1992-02-05,2000-02-05
18692,Mona,Camurati,Engineer,1989-12-02,1994-12-02
18715,Sugwoo,Dechter,Engineer,1991-04-18,1996-04-17
18728,Tzvetan,Luft,Engineer,1986-11-30,1993-11-30
18744,Feipei,Bugrara,Senior Staff,2002-01-04,9999-01-01
18802,Kwee,Rajaraman,Assistant Engineer,1989-09-27,1998-09-27
18809,Laurentiu,Munoz,Senior Staff,2001-10-10,9999-01-01
18811,Cheong,Oxenboll,Senior Staff,1998-02-23,9999-01-01
18812,Uriel,Lueh,Senior Staff,1997-11-10,9999-01-01
18850,Shigeo,Erbe,Senior Engineer,1994-10-18,9999-01-01
18860,Eishiro,Lubachevsky,Senior Engineer,1994-05-29,1996-02-13
18881,Heejo,Botman,Staff,1998-09-30,9999-01-01
18886,Ramya,Peek,Senior Staff,2001-05-20,9999-01-01
18890,Pasqua,Litecky,Senior Staff,2000-08-16,9999-01-01
18905,Seongbae,Baca,Senior Engineer,1996-01-07,9999-01-01
18910,Pantung,Peral,Engineer,1996-05-02,9999-01-01
18921,Maren,Radwan,Engineer,1991-08-26,1998-08-26
18943,Anneli,Rando,Senior Staff,1990-04-18,9999-01-01
18983,Krister,Jenevein,Engineer,1993-03-12,1998-03-12
19035,Fuqing,Bellone,Engineer,1988-03-15,1997-03-15
19037,Lucien,Bernardeschi,Engineer,1986-10-31,1992-10-30
19042,Rosita,Levergood,Senior Engineer,1996-11-24,9999-01-01
19048,Nikolaus,Radhakrishnan,Senior Staff,1995-07-09,9999-01-01
19049,Breannda,Picht,Senior Staff,1987-03-27,9999-01-01
19051,Marek,Cappello,Technique Leader,1988-05-12,9999-01-01
19073,Sajjan,Trelles,Staff,1998-03-08,9999-01-01
19091,Xiaocheng,Sommen,Engineer,1995-11-20,2001-11-19
19113,Persi,Bahr,Staff,1990-05-06,1995-06-15
19114,Jayson,Pietracaprina,Senior Staff,1997-03-05,9999-01-01
19132,Nikolaus,Litvinov,Staff,1996-09-16,9999-01-01
19134,Seongbin,Bakhtari,Senior Staff,1988-10-29,9999-01-01
19145,Zorica,Marrevee,Technique Leader,1993-03-02,9999-01-01
19153,Subbu,Zedlitz,Senior Staff,1997-11-17,9999-01-01
19165,Yuguang,Garigliano,Engineer,1993-03-05,1994-03-28
19174,Zorica,Schaap,Engineer,1997-04-04,9999-01-01
19192,Yinlin,Schusler,Engineer,1986-11-12,1995-11-12
19225,Roselyn,Openshaw,Senior Staff,1998-04-11,9999-01-01
19332,Changho,Khamsi,Engineer,1986-06-17,1994-06-17
19345,Tsuneo,Kobara,Senior Staff,1999-02-23,9999-01-01
19353,Mayumi,Schaar,Senior Engineer,1985-10-28,9999-01-01
19359,Fumiya,Jervis,Engineer,1996-10-30,9999-01-01
19442,Terresa,Perez,Engineer,1986-09-12,1991-09-12
19445,Xinglin,Gecsel,Engineer,1998-11-02,2000-10-15
19467,Mitchel,Ecklund,Senior Staff,1995-06-11,9999-01-01
19470,Patricio,Luiz,Engineer,1992-01-12,1999-01-12
19483,Remmert,Dulay,Senior Staff,2001-06-30,9999-01-01
19512,Perry,Ramras,Senior Staff,1998-05-02,1999-10-05
19515,Keiichiro,Gurbaxani,Engineer,1985-11-21,1992-11-21
19518,Genta,Vieri,Staff,1997-06-06,9999-01-01
19546,Kwan,Penz,Engineer,1997-11-16,9999-01-01
19570,Uwe,Kobuchi,Engineer,1997-11-02,2002-03-19
19586,Hirochika,Minakawa,Senior Engineer,1985-10-02,9999-01-01
19604,Nahla,Cappello,Engineer,1986-07-12,1991-07-12
19617,Mircea,Landherr,Assistant Engineer,1988-07-09,1997-07-09
19633,Tayeb,Nourani,Engineer,1989-02-07,1996-02-08
19665,Khalid,Zielinski,Technique Leader,1996-11-03,9999-01-01
19668,Goa,Kolinko,Staff,1999-09-25,9999-01-01
19675,Isamu,Herath,Senior Staff,1993-06-20,9999-01-01
19680,Vojin,Horswill,Technique Leader,1993-10-17,9999-01-01
19701,Satosi,Raczkowsky,Engineer,1999-05-22,9999-01-01
19702,Akemi,Pettey,Senior Staff,2001-10-06,9999-01-01
19708,Ortrud,Biros,Staff,1999-03-10,9999-01-01
19713,Miyeon,Serot,Technique Leader,1990-10-30,2000-04-14
19719,Brendon,Shokrollahi,Senior Staff,1990-04-27,9999-01-01
19722,Achilleas,Boudaillier,Senior Staff,1991-12-22,1992-06-12
19725,Yurij,Matzke,Staff,1992-07-08,2000-06-24
19731,Moriyoshi,Hempstead,Senior Engineer,1990-11-07,9999-01-01
19741,Alexius,Bauknecht,Senior Engineer,1996-03-28,9999-01-01
19755,Stabislas,Angelopoulos,Engineer,1999-05-06,9999-01-01
19771,Aral,Katalagarianos,Staff,1997-07-06,9999-01-01
19785,Tiina,Bolsens,Staff,1995-01-01,1998-08-22
19796,Marjo,Peral,Engineer,1996-04-25,9999-01-01
19801,Xiaopeng,Solovay,Senior Staff,1999-06-30,9999-01-01
19818,Ashish,Ventosa,Assistant Engineer,1996-07-19,1998-07-18
19841,Adil,Straney,Staff,1996-04-12,9999-01-01
19843,Mohamadou,Peir,Staff,1998-06-28,9999-01-01
19875,Van,Zongker,Engineer,1995-12-22,9999-01-01
19900,Honesty,Luon,Assistant Engineer,1988-08-04,1995-05-29
19909,Ronnie,Linares,Senior Staff,1998-09-08,9999-01-01
19911,Siamak,Fabrizio,Senior Staff,1996-11-17,9999-01-01
19927,Siamak,Terlouw,Staff,1999-04-08,9999-01-01
19950,Jaroslava,Kusakari,Engineer,1985-04-14,1993-04-14
19975,Mabry,Geffroy,Engineer,1991-02-16,1997-02-15
19979,Nahum,Schwartzbauer,Senior Staff,1995-12-21,9999-01-01
19982,Khatoun,Baba,Engineer,1986-09-15,1991-09-15
19989,Ung,Androutsos,Technique Leader,1994-04-16,9999-01-01
19991,Ziva,Desikan,Engineer,1992-08-07,2000-08-07
20004,Radoslaw,Pfau,Senior Staff,1995-11-24,1999-07-16
20013,Jaewoo,Lanphier,Engineer,1985-03-17,1991-03-17
20022,Felicidad,Bellone,Engineer,1996-01-15,9999-01-01
20023,Nahla,Jervis,Engineer,1991-08-10,1999-08-10
20039,Udo,Harbusch,Senior Staff,1996-03-11,9999-01-01
20041,Chikara,Lienhardt,Senior Staff,1995-02-23,9999-01-01
20043,Chikara,Adachi,Engineer,1985-03-21,1990-03-21
20059,Pranay,Panwar,Technique Leader,1997-11-05,9999-01-01
20071,Jaideep,Puoti,Engineer,1994-04-23,9999-01-01
20107,Jinya,Tyugu,Senior Engineer,1989-12-15,9999-01-01
20126,Tayeb,Langford,Staff,1998-07-15,9999-01-01
20135,Ipke,Akazan,Assistant Engineer,1989-11-21,1997-11-21
20139,Steen,Riefers,Engineer,1999-03-21,9999-01-01
20140,Georgy,Pews,Engineer,1999-06-23,9999-01-01
20164,Katsuyuki,Coney,Senior Engineer,1999-02-25,2000-12-15
20171,Kazuhira,Murtha,Engineer,1990-06-02,1997-06-02
20201,Navin,Miyakawa,Engineer,1997-04-25,9999-01-01
20221,Shietung,Munoz,Senior Engineer,1990-04-01,1991-09-01
20223,Kwun,Gelosh,Senior Staff,1990-01-12,9999-01-01
20322,Shmuel,Porotnikoff,Senior Staff,1999-09-05,9999-01-01
20325,Katsuyuki,England,Senior Staff,1996-06-14,9999-01-01
20335,Christ,Stavenow,Staff,1998-05-01,9999-01-01
20339,Masami,Jumpertz,Engineer,1991-09-23,1997-09-22
20341,Margo,Pfau,Engineer,1998-02-24,9999-01-01
20368,Denis,Samarati,Senior Staff,1985-03-11,9999-01-01
20382,Alois,Marrakchi,Senior Engineer,1991-12-29,9999-01-01
20392,Terresa,Sidje,Senior Engineer,1986-07-25,9999-01-01
20401,Gennadi,Schoegge,Staff,1997-08-15,9999-01-01
20402,Szabolcs,Shrader,Engineer,1989-05-18,1997-05-18
20407,Pranas,Genther,Senior Engineer,1996-09-13,9999-01-01
20417,Tzvetan,Pell,Engineer,1994-08-08,9999-01-01
20435,Oguz,Homond,Senior Staff,1993-06-06,9999-01-01
20440,Genki,Fabrizio,Senior Engineer,1994-02-01,2000-05-23
20441,Goh,Sudbeck,Engineer,1990-03-10,1999-03-10
20444,Alair,Henseler,Staff,1995-06-28,9999-01-01
20450,Abdelwaheb,Binkley,Engineer,1987-11-09,1995-11-09
20478,Oksana,Kruskal,Senior Staff,2000-06-01,9999-01-01
20490,Soenke,Douceur,Senior Staff,1988-05-26,9999-01-01
20492,Prodip,Delgrange,Assistant Engineer,1991-01-20,1998-04-10
20498,Suvo,Gini,Engineer,1988-12-26,1995-12-27
20528,Dines,Bednarek,Senior Staff,1994-06-04,9999-01-01
20530,Nevio,Katiyar,Engineer,1994-11-15,1999-11-15
20534,Rosita,Kalloufi,Senior Staff,1999-03-09,9999-01-01
20535,Arne,Nishimukai,Engineer,1989-11-06,1997-11-06
20550,Koichi,Kabayashi,Technique Leader,1986-10-17,9999-01-01
20556,Paris,Keohane,Engineer,1990-11-05,1997-11-05
20558,Toong,Panangaden,Senior Staff,2002-07-07,9999-01-01
20573,Wanqing,Leivant,Senior Staff,1992-12-03,9999-01-01
20602,Martins,Dratva,Engineer,1996-08-14,9999-01-01
20621,Arumugam,Navazio,Senior Staff,1992-03-29,9999-01-01
20636,Hsiangchu,Collavizza,Senior Staff,1998-01-21,9999-01-01
20637,Vidya,Sidhu,Staff,1990-03-09,1998-08-04
20657,Kazuhiko,Kossowski,Staff,1996-08-24,9999-01-01
20662,Panayotis,Lung,Senior Staff,1998-07-09,2000-07-14
20666,Shushma,Linares,Engineer,1988-02-19,1994-02-18
20674,Maria,Avouris,Senior Staff,1992-06-07,9999-01-01
20684,Randy,Lanphier,Staff,1994-07-23,9999-01-01
20686,Masasuke,Dahlbom,Engineer,1989-10-07,1996-10-07
20689,Yishay,Schoegge,Senior Engineer,1991-11-09,9999-01-01
20716,Nikolaos,Basart,Staff,1997-09-20,9999-01-01
20721,Tru,Iisaku,Staff,1997-12-23,9999-01-01
20725,Yuichiro,Taubman,Senior Engineer,1999-06-04,9999-01-01
20743,Van,Boudaillier,Engineer,1992-11-28,2001-11-28
20751,Nitsan,Zyda,Senior Staff,1997-09-28,9999-01-01
20765,Steve,Viele,Senior Staff,1993-06-17,9999-01-01
20766,Chenyi,Conry,Engineer,1996-01-10,2001-01-09
20794,Shaz,Rathonyi,Engineer,1988-11-11,1997-11-11
20805,Sudharsan,Yoshimura,Engineer,1997-07-21,9999-01-01
20809,Ennio,Kuhnemann,Engineer,1994-02-17,2002-01-31
20813,Srinidhi,Sinicrope,Senior Staff,1993-10-02,9999-01-01
20820,Otilia,DeMori,Engineer,1990-06-02,1999-06-02
20828,Brewster,Sewelson,Senior Staff,1990-12-06,9999-01-01
20841,Shao,Conia,Engineer,1991-09-08,2000-09-07
20868,Dulce,Syrzycki,Engineer,1990-06-14,1995-06-14
20883,Dipankar,Kleiser,Staff,1994-12-26,9999-01-01
20903,Yagil,Kemmerer,Senior Engineer,1985-09-21,9999-01-01
20914,Udi,Brizzi,Engineer,1989-07-17,1995-07-17
20928,Menkae,Chinin,Senior Engineer,1987-06-05,1996-04-23
20930,Shim,Menhardt,Engineer,1991-12-29,1996-12-28
21044,Mack,Rajala,Engineer,1986-07-03,1992-07-02
21084,Srinidhi,Belinskaya,Senior Engineer,1993-02-09,9999-01-01
21112,Kazuhiko,Suermann,Engineer,1997-08-31,9999-01-01
21131,Zvonko,Matzen,Senior Engineer,1997-02-21,9999-01-01
21192,Sajjad,Krohm,Engineer,1988-07-06,1996-07-06
21215,Baoqiu,Sessa,Engineer,1994-02-21,9999-01-01
21275,Waiman,Suppi,Senior Staff,1995-04-23,9999-01-01
21337,Yefim,Francisci,Engineer,1999-11-04,9999-01-01
21338,Hitofumi,Besselaar,Engineer,1995-11-10,9999-01-01
21341,Tayeb,Papadias,Assistant Engineer,1995-01-19,1997-04-11
21360,Hironoby,Nyrup,Staff,1994-03-02,2000-06-28
21389,Bouchung,Frezza,Senior Staff,1994-11-04,9999-01-01
21402,Guadalupe,Gecsei,Engineer,1993-12-18,1998-12-18
21412,Paloma,Brizzi,Staff,1987-01-15,1988-08-04
21420,Xiaopeng,Rothe,Engineer,1993-05-13,2001-05-13
21422,Goo,Rattan,Technique Leader,1992-11-17,9999-01-01
21457,Jeong,Ressouche,Senior Engineer,1991-10-08,9999-01-01
21458,Yechiam,Kitai,Engineer,1986-02-25,1991-02-25
21470,Kousuke,Botman,Senior Staff,1993-02-04,9999-01-01
21472,Yuichiro,Halloran,Engineer,1998-10-01,9999-01-01
21479,Jeane,Kuszyk,Engineer,1988-02-19,1994-02-18
21491,Goo,Erva,Engineer,1994-12-29,9999-01-01
21498,Aemilian,Quadeer,Engineer,1993-08-16,1995-03-12
21509,Udo,Rubsam,Senior Staff,1992-05-21,1995-07-31
21512,Pohua,Gornas,Engineer,1997-01-01,9999-01-01
21518,Minghong,Slaats,Senior Staff,1994-12-05,9999-01-01
21528,Kristin,Adachi,Senior Staff,1993-01-22,9999-01-01
21552,Khoa,Masaki,Staff,1997-07-22,9999-01-01
21574,Vincent,Rosiles,Staff,1999-01-08,2002-06-14
21580,Debatosh,Morton,Engineer,1997-03-17,9999-01-01
21607,Jeane,Pleszkun,Engineer,1992-12-07,2000-12-07
21615,Shirish,Morrey,Technique Leader,1988-10-28,9999-01-01
21636,Munir,Erde,Senior Staff,1990-05-05,9999-01-01
21642,Shaz,Erman,Engineer,1988-05-20,1997-05-20
21669,Morrie,Servieres,Senior Staff,1999-07-14,9999-01-01
21674,Kannan,Naumovich,Technique Leader,1986-02-23,9999-01-01
21675,Vishu,Genin,Engineer,1997-06-12,9999-01-01
21704,Xiaobin,Chorvat,Assistant Engineer,1991-03-14,2000-03-13
21713,Guther,Boreale,Senior Staff,1998-02-06,9999-01-01
21715,Shawna,Skrikant,Technique Leader,1990-05-06,2000-08-16
21728,Terresa,Dalton,Engineer,1995-10-20,9999-01-01
21730,Shaowen,Laventhal,Engineer,1997-10-06,9999-01-01
21732,Goa,Hanabata,Engineer,1993-07-19,1999-07-19
21741,Muneo,Raoux,Senior Engineer,1986-02-14,9999-01-01
21758,Susumu,Picht,Senior Staff,1994-10-19,9999-01-01
21788,Golgen,Unni,Engineer,1994-08-01,1996-10-31
21832,Suzette,Vecchio,Senior Staff,1992-07-02,9999-01-01
21858,Macha,Dichev,Assistant Engineer,1992-02-08,2000-02-08
21869,Eberhardt,Krone,Senior Staff,2001-07-18,9999-01-01
21886,Ekawit,DiGiano,Engineer,1989-07-03,1996-07-03
21890,Kamakshi,Uhrik,Engineer,1993-06-16,2000-06-16
21893,Erez,Belinskaya,Staff,1997-06-10,9999-01-01
